,country,subnational1,subnational2,umd_tree_cover_density__threshold,umd_tree_cover_extent_2000__ha,whrc_aboveground_biomass_stock_2000__Mg,avg_whrc_aboveground_biomass_2000_Mg_ha-1,gfw_gross_emissions_co2e_all_gases__Mg_yr-1,gfw_gross_cumulative_aboveground_belowground_co2_removals__Mg_yr-1,gfw_net_flux_co2e__Mg_yr-1,gfw_gross_emissions_co2e_all_gases_2001__Mg,gfw_gross_emissions_co2e_all_gases_2002__Mg,gfw_gross_emissions_co2e_all_gases_2003__Mg,gfw_gross_emissions_co2e_all_gases_2004__Mg,gfw_gross_emissions_co2e_all_gases_2005__Mg,gfw_gross_emissions_co2e_all_gases_2006__Mg,gfw_gross_emissions_co2e_all_gases_2007__Mg,gfw_gross_emissions_co2e_all_gases_2008__Mg,gfw_gross_emissions_co2e_all_gases_2009__Mg,gfw_gross_emissions_co2e_all_gases_2010__Mg,gfw_gross_emissions_co2e_all_gases_2011__Mg,gfw_gross_emissions_co2e_all_gases_2012__Mg,gfw_gross_emissions_co2e_all_gases_2013__Mg,gfw_gross_emissions_co2e_all_gases_2014__Mg,gfw_gross_emissions_co2e_all_gases_2015__Mg,gfw_gross_emissions_co2e_all_gases_2016__Mg,gfw_gross_emissions_co2e_all_gases_2017__Mg,gfw_gross_emissions_co2e_all_gases_2018__Mg,gfw_gross_emissions_co2e_all_gases_2019__Mg,gfw_gross_emissions_co2e_all_gases_2020__Mg
518,Bolivia,Potosí,Bernardino Bilbao,50,767,93328,122,3.0,2996.0,-2993.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,Bolivia,Potosí,Bernardino Bilbao,75,218,32311,148,0.0,852.0,-852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,Bolivia,Potosí,Charcas,0,341111,2937283,9,,,,,,,,,,,,,,,,,,,,,,,
521,Bolivia,Potosí,Charcas,10,23326,2568436,110,,,,,,,,,,,,,,,,,,,,,,,
522,Bolivia,Potosí,Charcas,15,20189,2284479,113,,,,,,,,,,,,,,,,,,,,,,,
523,Bolivia,Potosí,Charcas,20,18216,2104605,116,,,,,,,,,,,,,,,,,,,,,,,
524,Bolivia,Potosí,Charcas,25,16296,1929214,118,,,,,,,,,,,,,,,,,,,,,,,
525,Bolivia,Potosí,Charcas,30,15106,1817754,120,861.0,58894.0,-58033.0,282.0,384.0,827.0,5269.0,733.0,363.0,168.0,1330.0,803.0,1865.0,1413.0,2289.0,62.0,139.0,0.0,262.0,822.0,0.0,0.0,214.0
526,Bolivia,Potosí,Charcas,50,9365,1262445,135,628.0,36506.0,-35878.0,264.0,318.0,444.0,3396.0,508.0,326.0,83.0,998.0,704.0,1207.0,1393.0,1834.0,0.0,78.0,0.0,172.0,615.0,0.0,0.0,214.0
527,Bolivia,Potosí,Charcas,75,4279,646773,151,294.0,16689.0,-16395.0,166.0,236.0,191.0,1283.0,190.0,234.0,64.0,345.0,499.0,453.0,1218.0,678.0,0.0,20.0,0.0,67.0,70.0,0.0,0.0,162.0
528,Bolivia,Potosí,Chayanta,0,499880,864520,2,,,,,,,,,,,,,,,,,,,,,,,
529,Bolivia,Potosí,Chayanta,10,6043,677262,112,,,,,,,,,,,,,,,,,,,,,,,
530,Bolivia,Potosí,Chayanta,15,5123,590713,115,,,,,,,,,,,,,,,,,,,,,,,
531,Bolivia,Potosí,Chayanta,20,4597,540739,118,,,,,,,,,,,,,,,,,,,,,,,
532,Bolivia,Potosí,Chayanta,25,3892,473587,122,,,,,,,,,,,,,,,,,,,,,,,
533,Bolivia,Potosí,Chayanta,30,3554,440411,124,58.0,13887.0,-13829.0,224.0,59.0,55.0,40.0,104.0,0.0,0.0,42.0,271.0,238.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,Bolivia,Potosí,Chayanta,50,2015,285769,142,45.0,7874.0,-7830.0,224.0,30.0,55.0,0.0,82.0,0.0,0.0,42.0,213.0,162.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,Bolivia,Potosí,Chayanta,75,764,124633,163,16.0,2991.0,-2975.0,136.0,30.0,0.0,0.0,59.0,0.0,0.0,0.0,31.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,Bolivia,Potosí,Cornelio Saavedra,0,317146,712090,2,,,,,,,,,,,,,,,,,,,,,,,
537,Bolivia,Potosí,Cornelio Saavedra,10,5659,614786,109,,,,,,,,,,,,,,,,,,,,,,,
538,Bolivia,Potosí,Cornelio Saavedra,15,4495,504364,112,,,,,,,,,,,,,,,,,,,,,,,
539,Bolivia,Potosí,Cornelio Saavedra,20,3789,435030,115,,,,,,,,,,,,,,,,,,,,,,,
540,Bolivia,Potosí,Cornelio Saavedra,25,3056,361560,118,,,,,,,,,,,,,,,,,,,,,,,
541,Bolivia,Potosí,Cornelio Saavedra,30,2602,315744,121,62.0,10171.0,-10108.0,90.0,270.0,49.0,28.0,153.0,175.0,0.0,0.0,339.0,24.0,47.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,Bolivia,Potosí,Cornelio Saavedra,50,1442,192051,133,55.0,5638.0,-5583.0,90.0,270.0,49.0,28.0,137.0,63.0,0.0,0.0,339.0,24.0,47.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,Bolivia,Potosí,Cornelio Saavedra,75,404,61567,152,42.0,1585.0,-1543.0,51.0,229.0,26.0,28.0,137.0,26.0,0.0,0.0,262.0,0.0,26.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,Bolivia,Potosí,Daniel Campos,0,1048200,826577,1,,,,,,,,,,,,,,,,,,,,,,,
545,Bolivia,Potosí,Daniel Campos,10,0,7,103,,,,,,,,,,,,,,,,,,,,,,,
546,Bolivia,Potosí,Daniel Campos,15,0,7,103,,,,,,,,,,,,,,,,,,,,,,,
547,Bolivia,Potosí,Daniel Campos,20,0,7,103,,,,,,,,,,,,,,,,,,,,,,,
548,Bolivia,Potosí,Daniel Campos,25,0,7,103,,,,,,,,,,,,,,,,,,,,,,,
549,Bolivia,Potosí,Daniel Campos,30,0,7,103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,Bolivia,Potosí,Daniel Campos,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
551,Bolivia,Potosí,Daniel Campos,75,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
552,Bolivia,Potosí,José María Linares,0,486211,220792,0,,,,,,,,,,,,,,,,,,,,,,,
553,Bolivia,Potosí,José María Linares,10,1006,101579,101,,,,,,,,,,,,,,,,,,,,,,,
554,Bolivia,Potosí,José María Linares,15,685,72737,106,,,,,,,,,,,,,,,,,,,,,,,
555,Bolivia,Potosí,José María Linares,20,560,60827,109,,,,,,,,,,,,,,,,,,,,,,,
556,Bolivia,Potosí,José María Linares,25,416,47015,113,,,,,,,,,,,,,,,,,,,,,,,
557,Bolivia,Potosí,José María Linares,30,347,40370,116,8.0,1357.0,-1349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0
558,Bolivia,Potosí,José María Linares,50,145,19486,135,6.0,565.0,-558.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
559,Bolivia,Potosí,José María Linares,75,42,6552,157,6.0,163.0,-157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
560,Bolivia,Potosí,Modesto Omiste,0,253555,34973,0,,,,,,,,,,,,,,,,,,,,,,,
561,Bolivia,Potosí,Modesto Omiste,10,85,7252,86,,,,,,,,,,,,,,,,,,,,,,,
562,Bolivia,Potosí,Modesto Omiste,15,63,5610,89,,,,,,,,,,,,,,,,,,,,,,,
563,Bolivia,Potosí,Modesto Omiste,20,47,4267,91,,,,,,,,,,,,,,,,,,,,,,,
564,Bolivia,Potosí,Modesto Omiste,25,31,2901,95,,,,,,,,,,,,,,,,,,,,,,,
565,Bolivia,Potosí,Modesto Omiste,30,24,2318,98,0.0,94.0,-94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,Bolivia,Potosí,Modesto Omiste,50,5,642,128,0.0,21.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,Bolivia,Potosí,Modesto Omiste,75,1,173,152,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,Bolivia,Potosí,Nor Chichas,0,814839,454497,1,,,,,,,,,,,,,,,,,,,,,,,
569,Bolivia,Potosí,Nor Chichas,10,1471,133451,91,,,,,,,,,,,,,,,,,,,,,,,
570,Bolivia,Potosí,Nor Chichas,15,1003,94138,94,,,,,,,,,,,,,,,,,,,,,,,
571,Bolivia,Potosí,Nor Chichas,20,759,72413,95,,,,,,,,,,,,,,,,,,,,,,,
572,Bolivia,Potosí,Nor Chichas,25,466,46101,99,,,,,,,,,,,,,,,,,,,,,,,
573,Bolivia,Potosí,Nor Chichas,30,360,36504,101,2.0,1408.0,-1406.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,Bolivia,Potosí,Nor Chichas,50,74,9408,126,1.0,291.0,-289.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,Bolivia,Potosí,Nor Chichas,75,14,2085,154,1.0,53.0,-51.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,Bolivia,Potosí,Nor Lípez,0,3067899,1879871,1,,,,,,,,,,,,,,,,,,,,,,,
577,Bolivia,Potosí,Nor Lípez,10,1,135,105,,,,,,,,,,,,,,,,,,,,,,,
578,Bolivia,Potosí,Nor Lípez,15,1,135,105,,,,,,,,,,,,,,,,,,,,,,,
579,Bolivia,Potosí,Nor Lípez,20,1,135,105,,,,,,,,,,,,,,,,,,,,,,,
580,Bolivia,Potosí,Nor Lípez,25,1,135,105,,,,,,,,,,,,,,,,,,,,,,,
581,Bolivia,Potosí,Nor Lípez,30,1,135,105,0.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,Bolivia,Potosí,Nor Lípez,50,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,Bolivia,Potosí,Nor Lípez,75,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,Bolivia,Potosí,Rafael Bustillo,0,226130,58935,0,,,,,,,,,,,,,,,,,,,,,,,
585,Bolivia,Potosí,Rafael Bustillo,10,55,5477,100,,,,,,,,,,,,,,,,,,,,,,,
586,Bolivia,Potosí,Rafael Bustillo,15,34,3609,106,,,,,,,,,,,,,,,,,,,,,,,
587,Bolivia,Potosí,Rafael Bustillo,20,27,2898,108,,,,,,,,,,,,,,,,,,,,,,,
588,Bolivia,Potosí,Rafael Bustillo,25,20,2189,112,,,,,,,,,,,,,,,,,,,,,,,
589,Bolivia,Potosí,Rafael Bustillo,30,17,1975,114,4.0,67.0,-63.0,31.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,Bolivia,Potosí,Rafael Bustillo,50,8,1023,130,3.0,30.0,-27.0,31.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,Bolivia,Potosí,Rafael Bustillo,75,2,281,154,0.0,7.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,Bolivia,Potosí,Sud Chichas,0,815848,201855,0,,,,,,,,,,,,,,,,,,,,,,,
593,Bolivia,Potosí,Sud Chichas,10,128,10941,86,,,,,,,,,,,,,,,,,,,,,,,
594,Bolivia,Potosí,Sud Chichas,15,94,8293,88,,,,,,,,,,,,,,,,,,,,,,,
595,Bolivia,Potosí,Sud Chichas,20,70,6260,90,,,,,,,,,,,,,,,,,,,,,,,
596,Bolivia,Potosí,Sud Chichas,25,48,4414,92,,,,,,,,,,,,,,,,,,,,,,,
597,Bolivia,Potosí,Sud Chichas,30,42,3898,94,2.0,162.0,-161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,Bolivia,Potosí,Sud Chichas,50,6,725,119,0.0,24.0,-24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,Bolivia,Potosí,Sud Chichas,75,1,108,150,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,Bolivia,Potosí,Sud Lípez,0,1639112,112792,0,,,,,,,,,,,,,,,,,,,,,,,
601,Bolivia,Potosí,Sud Lípez,10,10,993,100,,,,,,,,,,,,,,,,,,,,,,,
602,Bolivia,Potosí,Sud Lípez,15,10,967,101,,,,,,,,,,,,,,,,,,,,,,,
603,Bolivia,Potosí,Sud Lípez,20,10,967,101,,,,,,,,,,,,,,,,,,,,,,,
604,Bolivia,Potosí,Sud Lípez,25,10,961,101,,,,,,,,,,,,,,,,,,,,,,,
605,Bolivia,Potosí,Sud Lípez,30,10,961,101,1.0,38.0,-37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0
606,Bolivia,Potosí,Sud Lípez,50,1,75,131,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,Bolivia,Potosí,Sud Lípez,75,0,0,0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,Bolivia,Potosí,Tomás Frías,0,482238,44986,0,,,,,,,,,,,,,,,,,,,,,,,
609,Bolivia,Potosí,Tomás Frías,10,31,2968,96,,,,,,,,,,,,,,,,,,,,,,,
610,Bolivia,Potosí,Tomás Frías,15,22,2218,99,,,,,,,,,,,,,,,,,,,,,,,
611,Bolivia,Potosí,Tomás Frías,20,17,1739,100,,,,,,,,,,,,,,,,,,,,,,,
612,Bolivia,Potosí,Tomás Frías,25,14,1447,101,,,,,,,,,,,,,,,,,,,,,,,
613,Bolivia,Potosí,Tomás Frías,30,13,1322,100,1.0,52.0,-51.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,Bolivia,Potosí,Tomás Frías,50,2,241,127,0.0,8.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,Bolivia,Potosí,Tomás Frías,75,1,77,151,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,Bolivia,Santa Cruz,Andrés Ibáñez,0,484964,39553730,82,,,,,,,,,,,,,,,,,,,,,,,
617,Bolivia,Santa Cruz,Andrés Ibáñez,10,263805,39263254,149,,,,,,,,,,,,,,,,,,,,,,,
618,Bolivia,Santa Cruz,Andrés Ibáñez,15,260447,39059594,150,,,,,,,,,,,,,,,,,,,,,,,
619,Bolivia,Santa Cruz,Andrés Ibáñez,20,257381,38867752,151,,,,,,,,,,,,,,,,,,,,,,,
620,Bolivia,Santa Cruz,Andrés Ibáñez,25,255701,38758732,152,,,,,,,,,,,,,,,,,,,,,,,
621,Bolivia,Santa Cruz,Andrés Ibáñez,30,252785,38571378,153,1227245.0,806401.0,420845.0,1123667.0,582712.0,1539193.0,749764.0,903271.0,1265305.0,957224.0,1344448.0,1338159.0,1314806.0,1607736.0,1338031.0,1169100.0,1245924.0,766002.0,1755642.0,2015110.0,1121471.0,1197331.0,1210009.0
622,Bolivia,Santa Cruz,Andrés Ibáñez,50,232777,37173175,160,1172847.0,718881.0,453966.0,1096147.0,569273.0,1509361.0,723337.0,867216.0,1229844.0,937304.0,1275855.0,1295637.0,1271728.0,1528014.0,1285178.0,1119340.0,1186075.0,719383.0,1623309.0,1887156.0,1052632.0,1127399.0,1152752.0
623,Bolivia,Santa Cruz,Andrés Ibáñez,75,195113,33378023,171,1019523.0,578842.0,440681.0,1023797.0,512284.0,1395974.0,649361.0,750840.0,1114415.0,848535.0,1044780.0,1104894.0,1111088.0,1281141.0,1135675.0,961764.0,1015729.0,609775.0,1359445.0,1605758.0,894157.0,965222.0,1005821.0
624,Bolivia,Santa Cruz,Chiquitos,0,6439866,823085201,128,,,,,,,,,,,,,,,,,,,,,,,
625,Bolivia,Santa Cruz,Chiquitos,10,5754567,822290117,143,,,,,,,,,,,,,,,,,,,,,,,
626,Bolivia,Santa Cruz,Chiquitos,15,5737124,821491828,143,,,,,,,,,,,,,,,,,,,,,,,
627,Bolivia,Santa Cruz,Chiquitos,20,5711698,820324992,144,,,,,,,,,,,,,,,,,,,,,,,
628,Bolivia,Santa Cruz,Chiquitos,25,5691379,819372790,144,,,,,,,,,,,,,,,,,,,,,,,
629,Bolivia,Santa Cruz,Chiquitos,30,5668325,818268713,144,19600543.0,17384891.0,2215653.0,3534445.0,6396400.0,2413393.0,5542808.0,9392623.0,9649413.0,9808984.0,27948104.0,12357293.0,27149289.0,19678343.0,12423098.0,10244863.0,12064392.0,15173309.0,47365848.0,40299483.0,32454005.0,65550630.0,22564144.0
630,Bolivia,Santa Cruz,Chiquitos,50,5388244,803884730,149,18904015.0,15925390.0,2978625.0,3382190.0,6253904.0,2319173.0,5330745.0,9171176.0,9436900.0,9685946.0,27198555.0,11948921.0,26821780.0,19095524.0,12259647.0,9564247.0,11449642.0,14694958.0,45194638.0,39027078.0,31232121.0,62067531.0,21945624.0
631,Bolivia,Santa Cruz,Chiquitos,75,3489336,618493395,177,10935932.0,7864529.0,3071402.0,2603781.0,5248172.0,1748497.0,4290430.0,7582002.0,7394393.0,7857213.0,19248714.0,7773638.0,21681236.0,11371514.0,9543519.0,3205621.0,3985696.0,5309265.0,18040820.0,22808634.0,15484163.0,29816619.0,13724705.0
632,Bolivia,Santa Cruz,Cordillera,0,8551583,498682363,58,,,,,,,,,,,,,,,,,,,,,,,
633,Bolivia,Santa Cruz,Cordillera,10,7783390,498059144,64,,,,,,,,,,,,,,,,,,,,,,,
634,Bolivia,Santa Cruz,Cordillera,15,7745894,496514348,64,,,,,,,,,,,,,,,,,,,,,,,
635,Bolivia,Santa Cruz,Cordillera,20,7670659,493727173,64,,,,,,,,,,,,,,,,,,,,,,,
636,Bolivia,Santa Cruz,Cordillera,25,7614551,491668458,65,,,,,,,,,,,,,,,,,,,,,,,
637,Bolivia,Santa Cruz,Cordillera,30,7537021,488633610,65,8105571.0,28230974.0,-20125403.0,1442170.0,1761811.0,1341723.0,3236811.0,2576330.0,2470963.0,1041785.0,7380818.0,7406247.0,10102054.0,8719064.0,5149783.0,3848792.0,4184512.0,3908222.0,8893480.0,8443409.0,8092118.0,64555688.0,7555635.0
638,Bolivia,Santa Cruz,Cordillera,50,4503478,377227886,84,6609748.0,17314183.0,-10704435.0,1269332.0,1592835.0,1233874.0,2842000.0,2222840.0,2073353.0,913574.0,6389027.0,6351878.0,8915472.0,7764704.0,4048184.0,2519304.0,2994050.0,2061232.0,6197657.0,5200122.0,5390360.0,57043465.0,5171697.0
639,Bolivia,Santa Cruz,Cordillera,75,1602480,194446826,121,2925763.0,6075119.0,-3149355.0,797626.0,1072888.0,890227.0,1458284.0,1389526.0,1020733.0,570790.0,3229562.0,2683573.0,3541859.0,4166114.0,2096528.0,1006112.0,1185513.0,559196.0,2390363.0,2205440.0,1439764.0,24404119.0,2407053.0
640,Bolivia,Santa Cruz,Florida,0,396353,42750173,108,,,,,,,,,,,,,,,,,,,,,,,
641,Bolivia,Santa Cruz,Florida,10,329548,42565239,129,,,,,,,,,,,,,,,,,,,,,,,
642,Bolivia,Santa Cruz,Florida,15,324862,42188664,130,,,,,,,,,,,,,,,,,,,,,,,
643,Bolivia,Santa Cruz,Florida,20,321311,41900088,130,,,,,,,,,,,,,,,,,,,,,,,
644,Bolivia,Santa Cruz,Florida,25,318892,41699014,131,,,,,,,,,,,,,,,,,,,,,,,
645,Bolivia,Santa Cruz,Florida,30,315742,41436119,131,205731.0,750418.0,-544687.0,156800.0,54574.0,237980.0,81235.0,142693.0,151911.0,65842.0,72870.0,177495.0,27303.0,262244.0,296502.0,159090.0,195757.0,185049.0,389761.0,555078.0,313263.0,312431.0,276750.0
646,Bolivia,Santa Cruz,Florida,50,284603,38761423,136,191361.0,628466.0,-437105.0,152699.0,52704.0,229946.0,78578.0,139698.0,147778.0,63865.0,69756.0,162729.0,25228.0,248511.0,279553.0,146293.0,182657.0,173562.0,338506.0,500994.0,285696.0,295205.0,253266.0
647,Bolivia,Santa Cruz,Florida,75,238899,34375366,144,162746.0,454241.0,-291495.0,143035.0,49457.0,211540.0,73506.0,131129.0,140855.0,61386.0,64547.0,141247.0,23831.0,226139.0,243830.0,119123.0,152630.0,149171.0,241364.0,390702.0,234464.0,250925.0,206041.0
648,Bolivia,Santa Cruz,Ichilo,0,1214265,219850917,181,,,,,,,,,,,,,,,,,,,,,,,
649,Bolivia,Santa Cruz,Ichilo,10,1121796,219223925,195,,,,,,,,,,,,,,,,,,,,,,,
650,Bolivia,Santa Cruz,Ichilo,15,1117372,218916839,196,,,,,,,,,,,,,,,,,,,,,,,
651,Bolivia,Santa Cruz,Ichilo,20,1112534,218585935,196,,,,,,,,,,,,,,,,,,,,,,,
652,Bolivia,Santa Cruz,Ichilo,25,1109541,218377152,197,,,,,,,,,,,,,,,,,,,,,,,
653,Bolivia,Santa Cruz,Ichilo,30,1105198,218066030,197,5015591.0,2288856.0,2726736.0,4602879.0,4368167.0,5556529.0,3104841.0,3352257.0,3639618.0,3982103.0,4800140.0,2619789.0,10290506.0,8440041.0,5434649.0,3019998.0,5599197.0,2536323.0,10603955.0,5957998.0,3240872.0,5318275.0,3843689.0
654,Bolivia,Santa Cruz,Ichilo,50,1081452,216351533,200,4974788.0,2155751.0,2819037.0,4580394.0,4339680.0,5540650.0,3095169.0,3334542.0,3622875.0,3959874.0,4785793.0,2611154.0,10259448.0,8412521.0,5410394.0,2998807.0,5545694.0,2500497.0,10419754.0,5863136.0,3195222.0,5238179.0,3781986.0
655,Bolivia,Santa Cruz,Ichilo,75,1026973,211022274,205,4833630.0,1870308.0,2963323.0,4471063.0,4220022.0,5439741.0,3041405.0,3246545.0,3549807.0,3878209.0,4711379.0,2558734.0,10139151.0,8282402.0,5313137.0,2901577.0,5354160.0,2376469.0,9976114.0,5563145.0,3057643.0,4992737.0,3599170.0
656,Bolivia,Santa Cruz,Ignacio Warnes,0,228208,5249178,23,,,,,,,,,,,,,,,,,,,,,,,
657,Bolivia,Santa Cruz,Ignacio Warnes,10,46906,5180502,110,,,,,,,,,,,,,,,,,,,,,,,
658,Bolivia,Santa Cruz,Ignacio Warnes,15,45573,5112489,112,,,,,,,,,,,,,,,,,,,,,,,
659,Bolivia,Santa Cruz,Ignacio Warnes,20,44545,5058823,114,,,,,,,,,,,,,,,,,,,,,,,
660,Bolivia,Santa Cruz,Ignacio Warnes,25,43934,5025935,114,,,,,,,,,,,,,,,,,,,,,,,
661,Bolivia,Santa Cruz,Ignacio Warnes,30,42906,4969976,116,311159.0,139766.0,171394.0,201650.0,212780.0,230082.0,360123.0,750564.0,523756.0,318279.0,425015.0,270265.0,244920.0,592373.0,471642.0,340924.0,204434.0,100967.0,208688.0,254289.0,151313.0,206661.0,154461.0
662,Bolivia,Santa Cruz,Ignacio Warnes,50,36986,4619582,125,290707.0,116670.0,174037.0,187104.0,203424.0,212874.0,333045.0,706503.0,492297.0,303201.0,392754.0,253284.0,233416.0,563215.0,438031.0,320306.0,184427.0,94051.0,192927.0,224966.0,141094.0,193222.0,143998.0
663,Bolivia,Santa Cruz,Ignacio Warnes,75,25208,3592941,143,212457.0,80602.0,131856.0,130748.0,145914.0,131626.0,225452.0,494282.0,304989.0,204774.0,225315.0,177411.0,179288.0,437537.0,363804.0,276675.0,146078.0,81551.0,160763.0,174370.0,114454.0,152977.0,121135.0
664,Bolivia,Santa Cruz,José Miguel de Velasco,0,9431016,1575297091,167,,,,,,,,,,,,,,,,,,,,,,,
665,Bolivia,Santa Cruz,José Miguel de Velasco,10,8504834,1574449918,185,,,,,,,,,,,,,,,,,,,,,,,
666,Bolivia,Santa Cruz,José Miguel de Velasco,15,8463847,1572635900,186,,,,,,,,,,,,,,,,,,,,,,,
667,Bolivia,Santa Cruz,José Miguel de Velasco,20,8395121,1569447091,187,,,,,,,,,,,,,,,,,,,,,,,
668,Bolivia,Santa Cruz,José Miguel de Velasco,25,8337984,1566804399,188,,,,,,,,,,,,,,,,,,,,,,,
669,Bolivia,Santa Cruz,José Miguel de Velasco,30,8277068,1563927607,189,16686760.0,21460193.0,-4773433.0,2570237.0,3526966.0,2246676.0,8969847.0,5559779.0,10812754.0,10619850.0,15963840.0,8670253.0,21978708.0,10446551.0,14401316.0,9800450.0,7281581.0,11139228.0,25743027.0,45060224.0,29591309.0,44135574.0,45217033.0
670,Bolivia,Santa Cruz,José Miguel de Velasco,50,7814097,1537834056,197,16304541.0,18745496.0,-2440955.0,2495007.0,3426345.0,2194474.0,8849404.0,5496402.0,10629982.0,10442932.0,15584676.0,8502317.0,21685840.0,10321635.0,14252707.0,9416500.0,7124116.0,10836196.0,25248731.0,44141691.0,28919043.0,42236148.0,44286672.0
