,country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020
159,Bolivia,Cochabamba,Mizque,75,308490,5005,6809,16,5,1,2,6,1,2,2,1,1,1,3,6,1,1,0,2,4,4,1,1
160,Bolivia,Cochabamba,Narciso Campero,0,602104,602104,602104,19,32,11,13,79,36,8,25,33,43,55,35,69,13,41,9,37,24,13,11,16
161,Bolivia,Cochabamba,Narciso Campero,10,602104,135569,149630,19,29,9,10,71,29,7,19,29,35,49,29,63,7,27,2,16,11,8,3,10
162,Bolivia,Cochabamba,Narciso Campero,15,602104,117732,144973,19,29,9,10,70,28,7,18,28,34,49,29,63,7,26,2,14,10,8,2,9
163,Bolivia,Cochabamba,Narciso Campero,20,602104,106292,141564,19,28,9,10,69,28,7,18,27,34,48,28,62,6,25,2,14,10,7,2,9
164,Bolivia,Cochabamba,Narciso Campero,25,602104,96556,135076,19,28,9,10,69,27,7,17,27,33,47,28,62,6,25,2,13,10,7,2,9
165,Bolivia,Cochabamba,Narciso Campero,30,602104,88435,117049,19,28,8,9,67,27,7,17,26,32,46,28,60,6,24,2,11,9,6,2,9
166,Bolivia,Cochabamba,Narciso Campero,50,602104,50608,55415,19,23,6,7,44,19,5,10,15,21,33,22,49,3,18,1,5,7,3,1,7
167,Bolivia,Cochabamba,Narciso Campero,75,602104,22302,14446,19,16,2,4,14,9,3,5,8,12,13,13,33,1,12,0,1,2,0,0,4
168,Bolivia,Cochabamba,Punata,0,33746,33746,33746,4,0,1,0,0,0,0,1,0,1,1,2,0,0,0,0,0,9,5,1,1
169,Bolivia,Cochabamba,Punata,10,33746,433,727,4,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,4,1,0
170,Bolivia,Cochabamba,Punata,15,33746,348,656,4,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,4,1,0
171,Bolivia,Cochabamba,Punata,20,33746,307,654,4,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,4,1,0
172,Bolivia,Cochabamba,Punata,25,33746,275,600,4,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,4,1,0
173,Bolivia,Cochabamba,Punata,30,33746,255,381,4,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,4,1,0
174,Bolivia,Cochabamba,Punata,50,33746,150,271,4,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,3,0,0
175,Bolivia,Cochabamba,Punata,75,33746,75,119,4,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0
176,Bolivia,Cochabamba,Quillacollo,0,128427,128427,128427,5,2,0,1,1,0,0,1,1,2,1,1,1,3,2,0,1,1,1,1,0
177,Bolivia,Cochabamba,Quillacollo,10,128427,2663,2638,5,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0
178,Bolivia,Cochabamba,Quillacollo,15,128427,2210,2292,5,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0
179,Bolivia,Cochabamba,Quillacollo,20,128427,1908,2282,5,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0
180,Bolivia,Cochabamba,Quillacollo,25,128427,1688,2031,5,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0
181,Bolivia,Cochabamba,Quillacollo,30,128427,1516,1162,5,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0
182,Bolivia,Cochabamba,Quillacollo,50,128427,820,782,5,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
183,Bolivia,Cochabamba,Quillacollo,75,128427,366,284,5,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
184,Bolivia,Cochabamba,Tapacarí,0,164962,164962,164962,7,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
185,Bolivia,Cochabamba,Tapacarí,10,164962,540,808,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,Bolivia,Cochabamba,Tapacarí,15,164962,390,660,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Bolivia,Cochabamba,Tapacarí,20,164962,318,660,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Bolivia,Cochabamba,Tapacarí,25,164962,272,558,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Bolivia,Cochabamba,Tapacarí,30,164962,241,195,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Bolivia,Cochabamba,Tapacarí,50,164962,139,132,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Bolivia,Cochabamba,Tapacarí,75,164962,61,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Bolivia,El Beni,Cercado,0,1169014,1169014,1169014,3030,572,2190,865,2198,4206,1670,1358,5985,923,2921,2540,1100,851,3044,1617,4510,10297,2884,4886,3723
193,Bolivia,El Beni,Cercado,10,1169014,758815,763886,3030,554,2142,848,2179,4151,1633,1339,5860,915,2884,2507,1068,741,2470,1590,4337,10121,2809,4781,3639
194,Bolivia,El Beni,Cercado,15,1169014,741774,757427,3030,551,2127,844,2175,4136,1626,1336,5835,912,2877,2498,1066,736,2436,1587,4322,10102,2804,4770,3632
195,Bolivia,El Beni,Cercado,20,1169014,722307,746556,3030,548,2115,840,2171,4121,1619,1333,5808,908,2867,2489,1061,725,2402,1585,4309,10079,2797,4756,3623
196,Bolivia,El Beni,Cercado,25,1169014,705447,729072,3030,545,2104,837,2168,4112,1614,1331,5788,905,2861,2482,1058,719,2373,1582,4296,10061,2790,4743,3616
197,Bolivia,El Beni,Cercado,30,1169014,693102,702390,3030,541,2088,831,2163,4091,1605,1328,5746,902,2852,2470,1054,711,2340,1580,4279,10034,2781,4730,3609
198,Bolivia,El Beni,Cercado,50,1169014,597537,603186,3030,428,1687,689,1958,3374,1390,1233,4751,782,2566,2139,974,633,1959,1536,4140,9785,2706,4513,3503
199,Bolivia,El Beni,Cercado,75,1169014,503119,515101,3030,230,1187,564,1625,2439,1082,1070,3840,619,2134,1754,822,501,1537,1437,3320,8210,2577,3897,3273
200,Bolivia,El Beni,José Ballivián,0,3276768,3276768,3276768,10712,5398,6252,5506,3889,5908,7973,6337,10967,10734,28304,9121,7505,7395,14712,6009,10335,11013,10864,18511,14183
201,Bolivia,El Beni,José Ballivián,10,3276768,2071757,2097685,10712,5369,6215,5488,3869,5867,7920,6315,10889,10692,28185,9030,7358,6970,14211,5846,9866,10604,9997,17561,13392
202,Bolivia,El Beni,José Ballivián,15,3276768,2053785,2084571,10712,5363,6208,5484,3866,5861,7910,6310,10877,10686,28153,9021,7345,6952,14189,5833,9826,10583,9957,17507,13356
203,Bolivia,El Beni,José Ballivián,20,3276768,2031400,2066594,10712,5355,6200,5480,3862,5855,7901,6307,10864,10678,28128,9009,7330,6930,14163,5816,9785,10558,9906,17439,13307
204,Bolivia,El Beni,José Ballivián,25,3276768,2014891,2027785,10712,5351,6194,5476,3859,5849,7893,6306,10851,10674,28094,9004,7321,6907,14147,5806,9757,10535,9862,17378,13267
205,Bolivia,El Beni,José Ballivián,30,3276768,1997759,1989352,10712,5344,6185,5472,3856,5841,7877,6303,10831,10664,28046,8991,7306,6885,14123,5791,9720,10504,9805,17303,13222
206,Bolivia,El Beni,José Ballivián,50,3276768,1876303,1839483,10712,5255,6027,5422,3797,5761,7680,6245,10537,10535,27168,8864,7082,6678,13903,5584,9353,10279,9373,16597,12870
207,Bolivia,El Beni,José Ballivián,75,3276768,1726918,1696043,10712,5088,5690,5322,3672,5588,7331,6151,10055,10313,25572,8707,6817,6348,13347,5163,8769,9692,8703,14870,12169
208,Bolivia,El Beni,Mamoré,0,1865544,1865544,1865544,5299,666,1031,606,1122,2137,590,1161,1275,886,2649,1425,1294,1324,4530,1025,3618,4545,820,2212,2514
209,Bolivia,El Beni,Mamoré,10,1865544,729558,766715,5299,621,938,589,1013,2006,553,1074,1160,832,2580,1287,1241,1121,4050,963,3539,4516,736,1904,2296
210,Bolivia,El Beni,Mamoré,15,1865544,714967,755470,5299,616,926,588,996,1992,549,1067,1147,825,2564,1269,1236,1114,4037,958,3532,4514,733,1886,2278
211,Bolivia,El Beni,Mamoré,20,1865544,699421,740798,5299,612,916,585,980,1966,545,1062,1137,818,2553,1249,1231,1105,4017,954,3527,4510,728,1861,2258
212,Bolivia,El Beni,Mamoré,25,1865544,685532,711030,5299,610,910,584,969,1956,541,1059,1130,813,2546,1237,1227,1097,3995,950,3522,4508,723,1827,2238
213,Bolivia,El Beni,Mamoré,30,1865544,671863,685563,5299,606,896,582,950,1934,538,1051,1115,804,2533,1213,1222,1084,3964,944,3514,4503,717,1797,2217
214,Bolivia,El Beni,Mamoré,50,1865544,572130,578387,5299,546,712,555,670,1599,496,960,933,706,2337,927,1139,945,3720,895,3446,4465,680,1611,2071
215,Bolivia,El Beni,Mamoré,75,1865544,455920,489041,5299,482,592,515,473,1308,450,889,833,598,2202,731,1019,659,3141,747,3198,3830,534,1156,1589
216,Bolivia,El Beni,Marbán,0,2506571,2506571,2506571,11242,3782,13204,8268,11353,16531,18240,16413,22310,6580,18407,8214,13048,6348,20063,9788,28412,22111,16130,19137,14049
217,Bolivia,El Beni,Marbán,10,2506571,2013568,1941940,11242,3759,13045,8170,11258,16454,18133,16356,22226,6565,18325,8166,12993,6196,19389,9561,27031,21569,15683,18839,13775
218,Bolivia,El Beni,Marbán,15,2506571,1985024,1925559,11242,3755,13014,8159,11239,16438,18116,16347,22206,6562,18310,8154,12985,6178,19330,9539,26937,21509,15646,18813,13750
219,Bolivia,El Beni,Marbán,20,2506571,1950082,1910154,11242,3751,12974,8146,11211,16415,18089,16335,22176,6558,18288,8136,12970,6160,19266,9510,26811,21448,15603,18778,13723
220,Bolivia,El Beni,Marbán,25,2506571,1925042,1876247,11242,3748,12938,8139,11187,16398,18075,16326,22153,6556,18271,8123,12963,6150,19224,9492,26734,21407,15572,18749,13706
221,Bolivia,El Beni,Marbán,30,2506571,1899533,1825524,11242,3744,12882,8124,11158,16374,18045,16314,22123,6551,18250,8101,12949,6137,19154,9457,26590,21347,15533,18716,13674
222,Bolivia,El Beni,Marbán,50,2506571,1721482,1640626,11242,3623,11461,7950,10381,15631,17419,16043,21233,6419,17711,7612,12708,6009,18648,9266,25700,20852,15140,18386,13376
223,Bolivia,El Beni,Marbán,75,2506571,1532824,1455912,11242,3382,8457,7477,9038,13875,16171,15277,19582,6126,16437,6622,11996,5696,17431,8788,23647,19311,14189,17453,12641
224,Bolivia,El Beni,Moxos,0,2508790,2508790,2508790,8618,2192,2873,2200,4846,1317,3241,2557,3801,2631,4794,5362,2929,2484,4584,1541,3118,4206,1853,4011,2251
225,Bolivia,El Beni,Moxos,10,2508790,1932246,2016457,8618,2186,2854,2191,4816,1298,3229,2541,3761,2620,4762,5274,2896,2250,4283,1435,2787,3879,1748,3884,2169
226,Bolivia,El Beni,Moxos,15,2508790,1907266,1999353,8618,2184,2848,2190,4808,1293,3226,2538,3752,2617,4757,5260,2891,2231,4259,1429,2753,3860,1743,3877,2166
227,Bolivia,El Beni,Moxos,20,2508790,1876810,1978018,8618,2182,2840,2188,4796,1289,3222,2533,3736,2614,4750,5239,2886,2211,4239,1421,2712,3836,1735,3870,2161
228,Bolivia,El Beni,Moxos,25,2508790,1853790,1940812,8618,2180,2835,2187,4786,1285,3220,2532,3724,2613,4744,5225,2883,2201,4223,1416,2685,3817,1731,3864,2156
229,Bolivia,El Beni,Moxos,30,2508790,1828802,1877858,8618,2178,2829,2184,4774,1281,3216,2527,3710,2610,4733,5208,2877,2179,4201,1409,2648,3787,1722,3857,2146
230,Bolivia,El Beni,Moxos,50,2508790,1632156,1654453,8618,2127,2707,2126,4458,1207,3150,2457,3442,2560,4517,4886,2784,2032,4010,1359,2169,3560,1647,3772,2063
231,Bolivia,El Beni,Moxos,75,2508790,1460332,1478957,8618,2029,2471,2006,4117,1109,3040,2327,3149,2477,4186,4503,2632,1821,3585,1246,1819,3140,1460,3495,1879
232,Bolivia,El Beni,Vaca Díez,0,6012517,6012517,6012517,9367,6601,6997,5641,7555,16176,5404,10981,12104,19105,23999,33808,20723,7613,12136,4721,14011,31136,6426,9458,22429
233,Bolivia,El Beni,Vaca Díez,10,6012517,4547949,4628645,9367,6550,6915,5617,7444,16046,5360,10925,12027,19003,23836,33626,20521,7014,11535,4579,12583,30482,6280,9196,22144
234,Bolivia,El Beni,Vaca Díez,15,6012517,4525387,4607726,9367,6543,6904,5612,7431,16025,5355,10921,12019,18984,23816,33608,20507,6998,11499,4571,12472,30429,6273,9180,22126
235,Bolivia,El Beni,Vaca Díez,20,6012517,4498817,4586727,9367,6535,6894,5608,7414,16005,5351,10916,12011,18971,23795,33581,20490,6978,11457,4559,12291,30360,6264,9158,22086
236,Bolivia,El Beni,Vaca Díez,25,6012517,4478804,4522912,9367,6530,6886,5605,7399,15989,5348,10911,12005,18959,23775,33561,20478,6961,11425,4551,12182,30277,6257,9145,22069
237,Bolivia,El Beni,Vaca Díez,30,6012517,4461054,4473701,9367,6520,6874,5601,7381,15968,5343,10902,11994,18940,23752,33536,20465,6948,11399,4543,12120,30175,6245,9126,22047
238,Bolivia,El Beni,Vaca Díez,50,6012517,4298065,4231642,9367,6374,6650,5525,7094,15501,5253,10779,11839,18679,23342,33118,20157,6732,11017,4470,11705,29235,6163,8907,21681
239,Bolivia,El Beni,Vaca Díez,75,6012517,4083460,4031571,9367,6024,6197,5352,6652,14666,5069,10538,11611,18257,22636,32389,19714,6301,10116,4315,10653,26113,5872,7907,20439
240,Bolivia,El Beni,Yacuma,0,4637447,4637447,4637447,9732,3584,2705,2772,4610,3299,4278,2358,4811,3043,13965,8251,3020,3359,5173,1784,6964,2897,2877,11179,5465
241,Bolivia,El Beni,Yacuma,10,4637447,1964165,1954304,9732,3531,2656,2710,4553,3224,4183,2303,4736,2966,13815,8025,2860,2527,4656,1710,6692,2809,2696,10876,5028
242,Bolivia,El Beni,Yacuma,15,4637447,1925747,1930161,9732,3526,2648,2700,4542,3215,4169,2297,4726,2958,13786,8005,2849,2500,4626,1703,6678,2803,2689,10860,5006
243,Bolivia,El Beni,Yacuma,20,4637447,1880225,1903972,9732,3519,2638,2688,4533,3205,4157,2291,4716,2949,13752,7983,2836,2463,4576,1696,6662,2798,2677,10832,4976
244,Bolivia,El Beni,Yacuma,25,4637447,1845517,1841389,9732,3510,2632,2682,4526,3199,4147,2288,4708,2944,13734,7968,2829,2435,4536,1692,6650,2792,2670,10811,4952
245,Bolivia,El Beni,Yacuma,30,4637447,1809370,1781558,9732,3504,2624,2673,4516,3190,4135,2283,4698,2933,13704,7948,2815,2402,4481,1681,6628,2784,2658,10788,4913
246,Bolivia,El Beni,Yacuma,50,4637447,1569760,1540165,9732,3383,2497,2563,4306,3062,3955,2208,4532,2781,13128,7701,2663,2090,3986,1613,6366,2702,2586,10589,4572
247,Bolivia,El Beni,Yacuma,75,4637447,1281331,1343377,9732,3174,2131,2372,3719,2893,3584,2095,4240,2523,11837,7292,2403,1577,3128,1480,5883,2475,2376,9886,3583
248,Bolivia,La Paz,Abel Iturralde,0,3997148,3997148,3997148,7628,1817,1993,2076,1695,2755,2749,3511,4111,5100,27739,3843,5862,2572,9706,3560,15476,7147,5752,9913,8545
249,Bolivia,La Paz,Abel Iturralde,10,3997148,3352436,3459181,7628,1811,1982,2073,1688,2746,2739,3505,4086,5029,27683,3831,5721,2331,9299,3436,15304,6895,5418,9679,8103
250,Bolivia,La Paz,Abel Iturralde,15,3997148,3345527,3450015,7628,1811,1981,2072,1687,2744,2738,3505,4082,5024,27675,3830,5713,2326,9287,3429,15295,6887,5410,9670,8089
251,Bolivia,La Paz,Abel Iturralde,20,3997148,3328710,3432635,7628,1809,1979,2070,1685,2743,2736,3505,4077,5018,27662,3829,5704,2317,9271,3419,15284,6881,5395,9659,8072
252,Bolivia,La Paz,Abel Iturralde,25,3997148,3315529,3390036,7628,1807,1977,2068,1683,2741,2734,3504,4067,5010,27646,3828,5699,2310,9259,3415,15276,6873,5384,9652,8057
253,Bolivia,La Paz,Abel Iturralde,30,3997148,3308154,3358511,7628,1805,1975,2067,1680,2739,2732,3503,4061,5001,27632,3825,5692,2304,9244,3411,15268,6867,5372,9642,8041
254,Bolivia,La Paz,Abel Iturralde,50,3997148,3222652,3209939,7628,1785,1949,2045,1664,2695,2697,3484,3978,4920,27354,3804,5588,2236,9091,3357,15040,6798,5244,9517,7899
255,Bolivia,La Paz,Abel Iturralde,75,3997148,3110936,3096524,7628,1727,1882,2000,1604,2590,2600,3413,3780,4797,26624,3721,5359,2137,8608,3183,13174,6488,4867,8935,7454
256,Bolivia,La Paz,Aroma,0,467326,467326,467326,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
257,Bolivia,La Paz,Aroma,10,467326,15,21,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
258,Bolivia,La Paz,Aroma,15,467326,12,16,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
259,Bolivia,La Paz,Aroma,20,467326,10,16,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
260,Bolivia,La Paz,Aroma,25,467326,10,12,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
261,Bolivia,La Paz,Aroma,30,467326,10,5,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
262,Bolivia,La Paz,Aroma,50,467326,6,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
263,Bolivia,La Paz,Aroma,75,467326,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
264,Bolivia,La Paz,Bautista Saavedra,0,316249,316249,316249,10,35,30,57,20,52,127,31,43,61,60,37,80,182,87,17,46,106,84,73,87
265,Bolivia,La Paz,Bautista Saavedra,10,316249,158549,164287,10,33,28,56,20,50,125,30,42,60,58,37,73,175,81,17,46,104,83,72,86
266,Bolivia,La Paz,Bautista Saavedra,15,316249,157282,163079,10,33,28,56,20,50,125,29,42,60,58,37,73,175,81,17,46,103,83,72,86
267,Bolivia,La Paz,Bautista Saavedra,20,316249,156610,162657,10,33,28,56,20,50,124,29,42,60,58,36,73,175,81,17,46,103,83,72,86
268,Bolivia,La Paz,Bautista Saavedra,25,316249,156179,161961,10,33,28,56,20,50,124,29,42,60,58,36,73,175,81,17,46,103,82,72,86
269,Bolivia,La Paz,Bautista Saavedra,30,316249,155708,159364,10,33,28,56,20,50,124,29,42,59,58,36,72,175,80,17,45,103,82,71,86
270,Bolivia,La Paz,Bautista Saavedra,50,316249,151045,153007,10,31,26,55,19,48,122,28,40,58,57,35,70,172,79,15,45,100,81,71,84
271,Bolivia,La Paz,Bautista Saavedra,75,316249,131855,144809,10,27,25,52,17,46,117,26,38,56,55,33,65,159,73,13,40,86,76,67,81
272,Bolivia,La Paz,Eliodoro Camacho,0,267328,267328,267328,3,5,1,2,1,1,0,1,1,3,2,1,2,2,1,0,0,2,1,0,1
273,Bolivia,La Paz,Eliodoro Camacho,10,267328,2625,4867,3,4,1,1,1,1,0,1,1,2,2,0,1,0,0,0,0,1,0,0,0
274,Bolivia,La Paz,Eliodoro Camacho,15,267328,2325,4665,3,3,1,1,1,1,0,1,1,2,2,0,1,0,0,0,0,1,0,0,0
275,Bolivia,La Paz,Eliodoro Camacho,20,267328,2168,4645,3,3,1,1,1,1,0,1,1,2,2,0,1,0,0,0,0,1,0,0,0
276,Bolivia,La Paz,Eliodoro Camacho,25,267328,2089,4506,3,3,1,1,1,1,0,1,1,2,2,0,1,0,0,0,0,1,0,0,0
277,Bolivia,La Paz,Eliodoro Camacho,30,267328,2026,3722,3,3,1,1,1,1,0,1,1,2,2,0,1,0,0,0,0,1,0,0,0
278,Bolivia,La Paz,Eliodoro Camacho,50,267328,1387,2841,3,3,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
279,Bolivia,La Paz,Eliodoro Camacho,75,267328,417,1710,3,2,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
280,Bolivia,La Paz,Franz Tamayo,0,1677806,1677806,1677806,1255,439,631,485,303,978,1090,687,521,1373,1603,994,1306,938,2792,1064,2838,2630,1288,3235,3885
281,Bolivia,La Paz,Franz Tamayo,10,1677806,1405648,1398303,1255,433,628,481,300,974,1087,683,518,1368,1595,986,1299,914,2733,1043,2744,2588,1255,3150,3804
282,Bolivia,La Paz,Franz Tamayo,15,1677806,1400581,1395650,1255,432,628,481,300,974,1086,683,518,1367,1594,986,1299,912,2730,1042,2740,2585,1253,3148,3798
283,Bolivia,La Paz,Franz Tamayo,20,1677806,1397035,1393974,1255,432,627,480,299,973,1086,683,517,1366,1594,985,1298,911,2727,1041,2735,2581,1252,3145,3790
284,Bolivia,La Paz,Franz Tamayo,25,1677806,1394836,1390216,1255,431,627,480,299,973,1085,683,517,1365,1593,985,1297,910,2726,1040,2730,2578,1250,3142,3784
285,Bolivia,La Paz,Franz Tamayo,30,1677806,1392277,1385286,1255,431,627,479,299,971,1085,683,517,1363,1593,985,1297,909,2724,1040,2725,2576,1249,3139,3777
286,Bolivia,La Paz,Franz Tamayo,50,1677806,1365140,1359639,1255,425,622,474,291,958,1076,677,512,1340,1579,979,1288,884,2684,1025,2632,2523,1226,3090,3663
287,Bolivia,La Paz,Franz Tamayo,75,1677806,1320071,1321999,1255,408,604,459,278,903,1038,658,500,1275,1537,959,1258,830,2543,969,2295,2324,1152,2895,3349
288,Bolivia,La Paz,Gualberto Villarroel,0,196541,196541,196541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Bolivia,La Paz,Gualberto Villarroel,10,196541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Bolivia,La Paz,Gualberto Villarroel,15,196541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Bolivia,La Paz,Gualberto Villarroel,20,196541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Bolivia,La Paz,Gualberto Villarroel,25,196541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Bolivia,La Paz,Gualberto Villarroel,30,196541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Bolivia,La Paz,Gualberto Villarroel,50,196541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Bolivia,La Paz,Gualberto Villarroel,75,196541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Bolivia,La Paz,Ingavi,0,450778,450778,450778,11,0,1,1,1,0,1,3,1,8,2,1,3,0,0,0,0,0,0,0,0
297,Bolivia,La Paz,Ingavi,10,450778,1764,1677,11,0,0,0,1,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,0
298,Bolivia,La Paz,Ingavi,15,450778,1741,1632,11,0,0,0,1,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0
299,Bolivia,La Paz,Ingavi,20,450778,1717,1596,11,0,0,0,1,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0
300,Bolivia,La Paz,Ingavi,25,450778,1706,1561,11,0,0,0,1,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0
301,Bolivia,La Paz,Ingavi,30,450778,1699,1469,11,0,0,0,1,0,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0
302,Bolivia,La Paz,Ingavi,50,450778,810,993,11,0,0,0,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0
303,Bolivia,La Paz,Ingavi,75,450778,177,574,11,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
304,Bolivia,La Paz,Inquisivi,0,716399,716399,716399,50,81,108,186,108,152,315,170,122,262,228,199,291,144,273,273,513,702,308,378,393
305,Bolivia,La Paz,Inquisivi,10,716399,293065,302872,50,79,106,181,107,151,313,167,120,261,224,197,284,136,264,270,480,686,295,366,384
306,Bolivia,La Paz,Inquisivi,15,716399,285685,297873,50,79,106,181,106,151,313,167,120,261,224,197,283,133,264,269,476,684,293,362,383
307,Bolivia,La Paz,Inquisivi,20,716399,281093,296594,50,79,106,180,106,150,313,166,120,261,224,197,282,133,263,269,474,682,291,361,382
308,Bolivia,La Paz,Inquisivi,25,716399,277368,292243,50,79,106,180,106,150,313,166,119,261,224,197,282,132,262,268,473,680,290,360,382
309,Bolivia,La Paz,Inquisivi,30,716399,273976,284041,50,79,106,179,106,150,312,166,119,260,224,197,282,131,261,268,470,678,290,359,381
310,Bolivia,La Paz,Inquisivi,50,716399,249053,252550,50,77,103,164,98,143,307,164,116,256,222,195,277,126,254,262,440,662,279,347,376
311,Bolivia,La Paz,Inquisivi,75,716399,197500,220797,50,73,96,140,85,129,290,159,108,245,214,189,262,110,227,246,356,586,245,305,353
312,Bolivia,La Paz,Larecaja,0,1004337,1004337,1004337,1381,845,1754,1448,1232,1089,1058,1185,1149,1418,1797,861,1340,1113,2275,990,1895,3206,2297,2693,3126
313,Bolivia,La Paz,Larecaja,10,1004337,754425,754996,1381,843,1751,1442,1228,1085,1053,1182,1148,1414,1792,853,1326,1067,2206,958,1812,3128,2227,2611,3027
314,Bolivia,La Paz,Larecaja,15,1004337,749352,752016,1381,843,1750,1442,1228,1085,1052,1182,1147,1414,1792,853,1325,1064,2201,955,1807,3122,2221,2605,3021
315,Bolivia,La Paz,Larecaja,20,1004337,745555,750733,1381,843,1749,1440,1227,1083,1052,1181,1147,1413,1792,853,1323,1058,2191,948,1797,3115,2213,2594,3007
316,Bolivia,La Paz,Larecaja,25,1004337,742625,748439,1381,843,1749,1439,1227,1083,1052,1181,1147,1413,1792,853,1323,1055,2188,947,1794,3111,2210,2588,3000
317,Bolivia,La Paz,Larecaja,30,1004337,740569,741608,1381,841,1747,1438,1227,1082,1052,1180,1146,1412,1791,852,1321,1052,2183,944,1788,3105,2204,2580,2993
318,Bolivia,La Paz,Larecaja,50,1004337,724060,719782,1381,835,1729,1423,1221,1071,1045,1176,1139,1400,1785,845,1312,1016,2124,915,1720,3040,2144,2513,2913
319,Bolivia,La Paz,Larecaja,75,1004337,685388,690131,1381,811,1656,1370,1185,1031,1022,1154,1116,1358,1762,823,1279,932,1938,849,1529,2830,1979,2346,2718
320,Bolivia,La Paz,Loayza,0,288071,288071,288071,1,2,2,1,1,1,3,1,0,0,3,1,6,1,0,0,0,0,0,0,0
321,Bolivia,La Paz,Loayza,10,288071,5977,4154,1,1,2,1,1,1,2,1,0,0,3,0,5,1,0,0,0,0,0,0,0
322,Bolivia,La Paz,Loayza,15,288071,5228,3842,1,1,2,1,1,1,2,1,0,0,3,0,4,0,0,0,0,0,0,0,0
