,country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020
501,Bolivia,Potosí,Alonso de Ibáñez,30,138854,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,Bolivia,Potosí,Alonso de Ibáñez,50,138854,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,Bolivia,Potosí,Alonso de Ibáñez,75,138854,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,Bolivia,Potosí,Antonio Quijarro,0,1733708,1733708,1733708,4,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
505,Bolivia,Potosí,Antonio Quijarro,10,1733708,30,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,Bolivia,Potosí,Antonio Quijarro,15,1733708,26,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,Bolivia,Potosí,Antonio Quijarro,20,1733708,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,Bolivia,Potosí,Antonio Quijarro,25,1733708,21,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509,Bolivia,Potosí,Antonio Quijarro,30,1733708,20,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,Bolivia,Potosí,Antonio Quijarro,50,1733708,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,Bolivia,Potosí,Antonio Quijarro,75,1733708,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,Bolivia,Potosí,Bernardino Bilbao,0,78923,78923,78923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Bolivia,Potosí,Bernardino Bilbao,10,78923,2443,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,Bolivia,Potosí,Bernardino Bilbao,15,78923,1930,1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Bolivia,Potosí,Bernardino Bilbao,20,78923,1697,1410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,Bolivia,Potosí,Bernardino Bilbao,25,78923,1480,1233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,Bolivia,Potosí,Bernardino Bilbao,30,78923,1332,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,Bolivia,Potosí,Bernardino Bilbao,50,78923,767,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,Bolivia,Potosí,Bernardino Bilbao,75,78923,218,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,Bolivia,Potosí,Charcas,0,341111,341111,341111,4,1,2,4,26,4,1,1,7,3,8,4,8,0,1,0,3,3,0,0,1
521,Bolivia,Potosí,Charcas,10,341111,23326,22195,4,1,1,4,24,3,1,1,5,3,7,4,8,0,0,0,1,3,0,0,1
522,Bolivia,Potosí,Charcas,15,341111,20189,21158,4,1,1,4,23,3,1,1,5,3,7,4,8,0,0,0,1,3,0,0,1
523,Bolivia,Potosí,Charcas,20,341111,18216,20828,4,1,1,4,23,3,1,1,5,3,7,4,8,0,0,0,1,3,0,0,1
524,Bolivia,Potosí,Charcas,25,341111,16296,19454,4,1,1,4,23,3,1,1,5,3,7,4,8,0,0,0,1,2,0,0,1
525,Bolivia,Potosí,Charcas,30,341111,15106,16732,4,1,1,4,22,3,1,1,5,3,7,4,8,0,0,0,1,2,0,0,1
526,Bolivia,Potosí,Charcas,50,341111,9365,8547,4,1,1,2,14,2,1,0,4,2,4,4,6,0,0,0,0,2,0,0,1
527,Bolivia,Potosí,Charcas,75,341111,4279,1909,4,0,1,1,4,1,1,0,1,2,1,3,2,0,0,0,0,0,0,0,0
528,Bolivia,Potosí,Chayanta,0,499880,499880,499880,2,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
529,Bolivia,Potosí,Chayanta,10,499880,6043,5729,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
530,Bolivia,Potosí,Chayanta,15,499880,5123,5242,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
531,Bolivia,Potosí,Chayanta,20,499880,4597,5222,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
532,Bolivia,Potosí,Chayanta,25,499880,3892,4749,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
533,Bolivia,Potosí,Chayanta,30,499880,3554,3823,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
534,Bolivia,Potosí,Chayanta,50,499880,2015,1807,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
535,Bolivia,Potosí,Chayanta,75,499880,764,251,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,Bolivia,Potosí,Cornelio Saavedra,0,317146,317146,317146,5,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
537,Bolivia,Potosí,Cornelio Saavedra,10,317146,5659,2922,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
538,Bolivia,Potosí,Cornelio Saavedra,15,317146,4495,2538,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
539,Bolivia,Potosí,Cornelio Saavedra,20,317146,3789,2529,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
540,Bolivia,Potosí,Cornelio Saavedra,25,317146,3056,2209,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
541,Bolivia,Potosí,Cornelio Saavedra,30,317146,2602,1467,5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
542,Bolivia,Potosí,Cornelio Saavedra,50,317146,1442,634,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
543,Bolivia,Potosí,Cornelio Saavedra,75,317146,404,51,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
544,Bolivia,Potosí,Daniel Campos,0,1048200,1048200,1048200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
545,Bolivia,Potosí,Daniel Campos,10,1048200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Bolivia,Potosí,Daniel Campos,15,1048200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Bolivia,Potosí,Daniel Campos,20,1048200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Bolivia,Potosí,Daniel Campos,25,1048200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Bolivia,Potosí,Daniel Campos,30,1048200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Bolivia,Potosí,Daniel Campos,50,1048200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,Bolivia,Potosí,Daniel Campos,75,1048200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,Bolivia,Potosí,José María Linares,0,486211,486211,486211,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
553,Bolivia,Potosí,José María Linares,10,486211,1006,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Bolivia,Potosí,José María Linares,15,486211,685,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Bolivia,Potosí,José María Linares,20,486211,560,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,Bolivia,Potosí,José María Linares,25,486211,416,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Bolivia,Potosí,José María Linares,30,486211,347,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,Bolivia,Potosí,José María Linares,50,486211,145,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Bolivia,Potosí,José María Linares,75,486211,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Bolivia,Potosí,Modesto Omiste,0,253555,253555,253555,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Bolivia,Potosí,Modesto Omiste,10,253555,85,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,Bolivia,Potosí,Modesto Omiste,15,253555,63,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,Bolivia,Potosí,Modesto Omiste,20,253555,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,Bolivia,Potosí,Modesto Omiste,25,253555,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,Bolivia,Potosí,Modesto Omiste,30,253555,24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,Bolivia,Potosí,Modesto Omiste,50,253555,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,Bolivia,Potosí,Modesto Omiste,75,253555,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Bolivia,Potosí,Nor Chichas,0,814839,814839,814839,0,0,0,0,2,1,1,2,1,2,1,1,3,0,0,0,0,0,0,0,0
569,Bolivia,Potosí,Nor Chichas,10,814839,1471,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,Bolivia,Potosí,Nor Chichas,15,814839,1003,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,Bolivia,Potosí,Nor Chichas,20,814839,759,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,Bolivia,Potosí,Nor Chichas,25,814839,466,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,Bolivia,Potosí,Nor Chichas,30,814839,360,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,Bolivia,Potosí,Nor Chichas,50,814839,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Bolivia,Potosí,Nor Chichas,75,814839,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,Bolivia,Potosí,Nor Lípez,0,3067899,3067899,3067899,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,7,0,0,0
577,Bolivia,Potosí,Nor Lípez,10,3067899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,Bolivia,Potosí,Nor Lípez,15,3067899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,Bolivia,Potosí,Nor Lípez,20,3067899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,Bolivia,Potosí,Nor Lípez,25,3067899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,Bolivia,Potosí,Nor Lípez,30,3067899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Bolivia,Potosí,Nor Lípez,50,3067899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Bolivia,Potosí,Nor Lípez,75,3067899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,Bolivia,Potosí,Rafael Bustillo,0,226130,226130,226130,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,Bolivia,Potosí,Rafael Bustillo,10,226130,55,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,Bolivia,Potosí,Rafael Bustillo,15,226130,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,Bolivia,Potosí,Rafael Bustillo,20,226130,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,Bolivia,Potosí,Rafael Bustillo,25,226130,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,Bolivia,Potosí,Rafael Bustillo,30,226130,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,Bolivia,Potosí,Rafael Bustillo,50,226130,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,Bolivia,Potosí,Rafael Bustillo,75,226130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,Bolivia,Potosí,Sud Chichas,0,815848,815848,815848,0,0,0,0,1,1,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0
593,Bolivia,Potosí,Sud Chichas,10,815848,128,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,Bolivia,Potosí,Sud Chichas,15,815848,94,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,Bolivia,Potosí,Sud Chichas,20,815848,70,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Bolivia,Potosí,Sud Chichas,25,815848,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Bolivia,Potosí,Sud Chichas,30,815848,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,Bolivia,Potosí,Sud Chichas,50,815848,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Bolivia,Potosí,Sud Chichas,75,815848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,Bolivia,Potosí,Sud Lípez,0,1639112,1639112,1639112,0,0,0,0,0,1,0,0,0,2,3,0,2,0,0,0,0,2,0,0,0
601,Bolivia,Potosí,Sud Lípez,10,1639112,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,Bolivia,Potosí,Sud Lípez,15,1639112,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,Bolivia,Potosí,Sud Lípez,20,1639112,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Bolivia,Potosí,Sud Lípez,25,1639112,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,Bolivia,Potosí,Sud Lípez,30,1639112,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,Bolivia,Potosí,Sud Lípez,50,1639112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,Bolivia,Potosí,Sud Lípez,75,1639112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,Bolivia,Potosí,Tomás Frías,0,482238,482238,482238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Bolivia,Potosí,Tomás Frías,10,482238,31,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,Bolivia,Potosí,Tomás Frías,15,482238,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,Bolivia,Potosí,Tomás Frías,20,482238,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,Bolivia,Potosí,Tomás Frías,25,482238,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,Bolivia,Potosí,Tomás Frías,30,482238,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Bolivia,Potosí,Tomás Frías,50,482238,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,Bolivia,Potosí,Tomás Frías,75,482238,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,Bolivia,Santa Cruz,Andrés Ibáñez,0,484964,484964,484964,4666,3291,1696,4143,2230,2894,3459,2562,4326,3909,3651,4846,3918,3556,3726,2291,5342,6137,3507,3536,3333
617,Bolivia,Santa Cruz,Andrés Ibáñez,10,484964,263805,245362,4666,3024,1611,4004,2051,2632,3334,2487,4066,3754,3530,4561,3640,3179,3275,1993,4422,5063,2745,2960,2865
618,Bolivia,Santa Cruz,Andrés Ibáñez,15,484964,260447,242545,4666,2990,1602,3988,2036,2611,3323,2483,4039,3743,3517,4537,3622,3157,3245,1975,4366,5002,2714,2930,2844
619,Bolivia,Santa Cruz,Andrés Ibáñez,20,484964,257381,240945,4666,2968,1594,3978,2023,2594,3311,2476,4019,3731,3506,4518,3605,3138,3222,1962,4315,4950,2689,2905,2826
620,Bolivia,Santa Cruz,Andrés Ibáñez,25,484964,255701,238527,4666,2947,1585,3962,2012,2580,3300,2473,4003,3722,3495,4499,3594,3128,3209,1954,4285,4922,2675,2894,2815
621,Bolivia,Santa Cruz,Andrés Ibáñez,30,484964,252785,234466,4666,2930,1579,3952,2003,2567,3292,2469,3990,3711,3487,4479,3577,3105,3180,1937,4222,4868,2645,2864,2793
622,Bolivia,Santa Cruz,Andrés Ibáñez,50,484964,232777,211685,4666,2743,1498,3785,1860,2380,3121,2379,3688,3533,3317,4177,3385,2920,2972,1786,3812,4471,2437,2661,2632
623,Bolivia,Santa Cruz,Andrés Ibáñez,75,484964,195113,181590,4666,2400,1247,3308,1544,1899,2653,2028,2760,2804,2719,3273,2867,2384,2419,1440,3017,3615,1959,2182,2208
624,Bolivia,Santa Cruz,Chiquitos,0,6439866,6439866,6439866,6472,13757,21025,8355,18487,28571,30612,28419,89733,42638,77238,68397,36502,32458,38038,44231,133740,105588,86835,186626,57673
625,Bolivia,Santa Cruz,Chiquitos,10,6439866,5754567,5393075,6472,13063,20518,8079,17591,27966,30269,28245,88497,42065,76972,67467,36160,31803,37549,43796,131803,104103,84752,184923,56779
626,Bolivia,Santa Cruz,Chiquitos,15,6439866,5737124,5380114,6472,12988,20462,8051,17503,27901,30234,28226,88386,42012,76946,67382,36131,31737,37512,43762,131633,104017,84646,184636,56735
627,Bolivia,Santa Cruz,Chiquitos,20,6439866,5711698,5365746,6472,12906,20406,8008,17420,27842,30192,28205,88258,41957,76902,67306,36101,31668,37468,43729,131371,103902,84501,184197,56676
628,Bolivia,Santa Cruz,Chiquitos,25,6439866,5691379,5326644,6472,12848,20356,7980,17340,27792,30161,28191,88165,41919,76870,67236,36071,31614,37431,43692,131192,103807,84378,183963,56624
629,Bolivia,Santa Cruz,Chiquitos,30,6439866,5668325,5292644,6472,12781,20303,7956,17279,27733,30129,28172,88074,41878,76831,67151,36044,31543,37389,43654,130945,103686,84241,183455,56554
630,Bolivia,Santa Cruz,Chiquitos,50,6439866,5388244,5011789,6472,11609,19341,7347,15967,26444,28996,27558,84407,39932,75430,64673,35412,29024,35086,41971,123913,99629,80448,173608,54841
631,Bolivia,Santa Cruz,Chiquitos,75,6439866,3489336,4160364,6472,7398,14425,4617,11128,19601,20460,20419,52185,22897,55814,35630,25751,8041,10535,13374,44797,52387,35616,78882,32083
632,Bolivia,Santa Cruz,Cordillera,0,8551583,8551583,8551583,5122,7937,8009,5393,15617,11079,11230,4223,31689,31275,41332,32427,21022,16332,16710,16944,33679,31530,28603,336837,25384
633,Bolivia,Santa Cruz,Cordillera,10,8551583,7783390,7483457,5122,7198,7617,5194,15010,10642,10892,4127,30646,30605,40812,31797,20693,15997,16318,16599,32570,30565,27876,334664,24647
634,Bolivia,Santa Cruz,Cordillera,15,8551583,7745894,7466319,5122,7137,7568,5160,14952,10591,10859,4115,30549,30531,40751,31736,20657,15964,16282,16572,32491,30485,27818,333749,24602
635,Bolivia,Santa Cruz,Cordillera,20,8551583,7670659,7382077,5122,7052,7502,5132,14842,10531,10814,4104,30435,30452,40677,31662,20579,15905,16205,16477,32323,30306,27726,332690,24525
636,Bolivia,Santa Cruz,Cordillera,25,8551583,7614551,7277344,5122,6999,7460,5104,14772,10488,10778,4094,30354,30394,40618,31604,20523,15854,16141,16413,32216,30201,27667,332303,24461
637,Bolivia,Santa Cruz,Cordillera,30,8551583,7537021,7140117,5122,6935,7403,5080,14672,10438,10734,4086,30258,30323,40551,31532,20446,15760,16043,16295,32044,30003,27553,330770,24324
638,Bolivia,Santa Cruz,Cordillera,50,8551583,4503478,5157015,5122,5354,6036,4321,11614,8196,8265,3341,24629,24577,34346,26885,14352,8743,9971,7135,19974,16196,17077,297280,14929
639,Bolivia,Santa Cruz,Cordillera,75,8551583,1602480,2534775,5122,2547,3410,2642,4903,4291,3352,1691,10733,8590,11785,12566,6245,2840,3276,1601,6622,5920,4051,141554,6102
640,Bolivia,Santa Cruz,Florida,0,396353,396353,396353,285,479,165,727,237,410,439,186,216,567,81,778,899,517,622,579,1359,1769,1003,971,868
641,Bolivia,Santa Cruz,Florida,10,396353,329548,335267,285,469,161,714,234,407,434,183,209,547,79,763,888,497,601,554,1242,1678,939,929,821
642,Bolivia,Santa Cruz,Florida,15,396353,324862,331873,285,468,160,712,233,407,434,183,209,544,79,762,886,492,595,550,1224,1661,928,920,813
643,Bolivia,Santa Cruz,Florida,20,396353,321311,329955,285,467,160,710,232,406,433,183,208,541,79,759,884,489,591,547,1210,1649,921,915,807
644,Bolivia,Santa Cruz,Florida,25,396353,318892,327435,285,465,160,708,232,406,432,183,207,538,79,758,882,486,587,546,1201,1640,916,912,802
645,Bolivia,Santa Cruz,Florida,30,396353,315742,324385,285,464,159,706,231,405,432,183,207,535,78,755,879,483,582,543,1186,1627,907,906,797
646,Bolivia,Santa Cruz,Florida,50,396353,284603,290942,285,443,151,672,221,393,415,175,195,475,70,702,812,437,537,505,1019,1464,820,852,723
647,Bolivia,Santa Cruz,Florida,75,396353,238899,254815,285,401,137,597,201,359,387,165,175,391,65,619,682,341,433,423,694,1109,653,708,573
648,Bolivia,Santa Cruz,Ichilo,0,1214265,1214265,1214265,11018,9219,8595,10607,5968,6321,6918,7403,8806,4853,16764,14185,9930,5757,10755,5005,19597,11445,6181,10325,7330
649,Bolivia,Santa Cruz,Ichilo,10,1214265,1121796,1085471,11018,9183,8567,10590,5959,6303,6903,7382,8784,4845,16746,14169,9870,5627,10386,4833,18801,10986,5893,9824,7072
650,Bolivia,Santa Cruz,Ichilo,15,1214265,1117372,1082278,11018,9178,8563,10586,5957,6300,6900,7379,8780,4844,16743,14166,9864,5618,10366,4821,18739,10947,5878,9794,7049
651,Bolivia,Santa Cruz,Ichilo,20,1214265,1112534,1080141,11018,9169,8556,10580,5955,6296,6894,7374,8776,4843,16740,14162,9856,5606,10341,4808,18670,10911,5858,9764,7029
652,Bolivia,Santa Cruz,Ichilo,25,1214265,1109541,1075006,11018,9164,8553,10577,5953,6292,6891,7369,8774,4842,16736,14159,9851,5599,10325,4800,18629,10885,5846,9743,7015
653,Bolivia,Santa Cruz,Ichilo,30,1214265,1105198,1066358,11018,9157,8545,10571,5950,6288,6888,7365,8771,4839,16731,14155,9845,5587,10297,4781,18549,10846,5827,9712,6993
654,Bolivia,Santa Cruz,Ichilo,50,1214265,1081452,1028873,11018,9020,8413,10495,5908,6216,6824,7278,8722,4811,16635,14075,9779,5520,10152,4685,18103,10623,5723,9539,6860
655,Bolivia,Santa Cruz,Ichilo,75,1214265,1026973,967899,11018,8584,7967,10140,5725,5915,6582,7012,8495,4659,16294,13728,9526,5256,9672,4385,17081,9953,5417,9004,6462
656,Bolivia,Santa Cruz,Ignacio Warnes,0,228208,228208,228208,2376,806,755,863,1280,2550,1787,1056,1489,915,781,1856,1598,1409,978,388,816,1335,733,779,567
657,Bolivia,Santa Cruz,Ignacio Warnes,10,228208,46906,40084,2376,729,720,819,1211,2424,1725,1013,1420,853,748,1758,1379,957,605,271,564,727,427,560,422
658,Bolivia,Santa Cruz,Ignacio Warnes,15,228208,45573,39450,2376,719,716,813,1202,2410,1718,1010,1411,848,746,1750,1363,945,589,267,550,707,422,552,418
659,Bolivia,Santa Cruz,Ignacio Warnes,20,228208,44545,38638,2376,711,710,807,1193,2398,1710,1006,1405,844,743,1741,1349,936,577,263,542,693,417,545,414
660,Bolivia,Santa Cruz,Ignacio Warnes,25,228208,43934,37652,2376,705,706,803,1187,2389,1704,1004,1399,840,741,1735,1342,929,571,260,537,682,414,540,412
661,Bolivia,Santa Cruz,Ignacio Warnes,30,228208,42906,35431,2376,700,702,801,1181,2380,1698,1001,1395,835,738,1727,1327,918,555,256,527,663,408,533,406
662,Bolivia,Santa Cruz,Ignacio Warnes,50,228208,36986,28479,2376,604,647,707,1043,2169,1554,936,1259,766,694,1623,1209,845,489,233,478,576,378,496,379
663,Bolivia,Santa Cruz,Ignacio Warnes,75,228208,25208,21093,2376,362,417,366,611,1341,826,556,623,485,498,1180,951,696,360,192,379,420,297,377,312
664,Bolivia,Santa Cruz,José Miguel de Velasco,0,9431016,9431016,9431016,5266,6827,8832,5542,20151,12329,23811,23017,35117,19515,45636,21930,30641,21645,15851,24384,56149,93019,61145,93985,111825
665,Bolivia,Santa Cruz,José Miguel de Velasco,10,9431016,8504834,8261507,5266,6675,8720,5401,19959,12246,23597,22873,34762,19408,45464,21844,30512,21276,15621,23878,54286,91215,60488,92474,110758
666,Bolivia,Santa Cruz,José Miguel de Velasco,15,9431016,8463847,8225958,5266,6635,8692,5377,19922,12230,23544,22838,34705,19385,45421,21821,30486,21249,15596,23839,54178,91088,60406,92302,110653
667,Bolivia,Santa Cruz,José Miguel de Velasco,20,9431016,8395121,8186565,5266,6603,8661,5350,19880,12206,23490,22800,34648,19365,45375,21798,30460,21205,15554,23777,54031,90902,60280,92017,110471
668,Bolivia,Santa Cruz,José Miguel de Velasco,25,9431016,8337984,8095710,5266,6581,8635,5332,19854,12194,23454,22774,34603,19348,45334,21783,30442,21162,15530,23723,53947,90775,60193,91796,110342
669,Bolivia,Santa Cruz,José Miguel de Velasco,30,9431016,8277068,8026801,5266,6544,8591,5310,19808,12178,23403,22740,34535,19316,45277,21758,30413,21120,15493,23639,53802,90559,60040,91479,110155
670,Bolivia,Santa Cruz,José Miguel de Velasco,50,9431016,7814097,7570294,5266,6003,7932,4993,19152,11848,22532,21935,32879,18615,44201,21299,29901,19921,15022,22698,52376,88126,58294,86299,107689
